"calBP","conSM","decSM","wetwSM","wetmSM","pasSM","araSM","heaSM"
4900,0.134503545938803,0.447307243792533,0.817103931232472,0.000857632933104631,0.00611280324527698,0.000857632933104631,0.585472889898639
5000,0.724024253331228,1.56350173761671,1.38835481545661,0.0129735614521092,0.0722973960078839,0.0120193494557989,0.0698096680575386
5100,0.0612400152149106,0.645872955496387,0.223278813236972,0.000760745530620008,0.0437428680106504,0.00418410041841004,0.00114111829593001
5200,0.713562954066611,1.58532497604153,1.40541889992228,0.0157722051280464,0.073846901948892,0.00693683486738789,0.0230993676522125
5300,0.346757948990893,1.29594575278853,0.783292132310717,0.0115244684851234,0.0650887928346723,0.00449664346224933,0.422617090536712
5400,0.103879849812265,0.375469336670839,0.289111389236546,0.00250312891113892,0.0125156445556946,0,0.207759699624531
5500,0.552430362100808,1.42042420838562,1.1962299830868,0.0105666846301621,0.0984696242606296,0.00975911327995813,0.62083905108343
5600,0.585955957556672,1.07145918054377,0.633789452539094,0.00862335643294722,0.068268369339178,0.00811326214947343,0.525872837931122
5700,0.396184043216788,0.997727799814464,0.42905547247369,0.00848701257157481,0.0634326716995618,0.00181686046511628,0.0338950689357346
5800,0.0719738276990185,0.302071973827699,0.366412213740458,0.00872410032715376,0.00763358778625954,0.00218102508178844,0.227917121046892
5900,0.383450964576191,0.979296901256973,0.472528063453653,0.0125562949519392,0.0574309336559791,0.0041809504604423,0.0231498285944747
6000,0.0598086124401914,0.226674641148325,0.614234449760765,0.000598086124401914,0.000598086124401914,0.000598086124401914,0.0944976076555024
6100,0.394011623160002,1.44172671962805,0.73154997344963,0.0126803724329575,0.0704699641543243,0.00074878322725571,0.257435346010677
6200,0.597951131913365,0.988253906709215,0.772748630275934,0.0133093207880035,0.0237730210009695,0.00390820869441898,0.505682068337321
6300,0.414649923974644,1.18134992486883,1.01236191564987,0.011884678397491,0.0753508549114296,0.00490749674316093,0.216582313369078
6400,0.177755958704458,0.809019297955345,0.806157727199263,0.00878466129082745,0.0353734095907816,0.0007097232079489,0.131551764118925
6500,0.83732170273549,1.73019749131599,0.875454290639989,0.0138328723959131,0.0818447434117457,0.00807318968231332,0.279054307905551
6600,0.131158877727169,0.872278030822987,0.604212162808593,0.00757835735529627,0.0343378881470851,0.00183284457478006,0.317802250369169
6700,0.288995352929234,1.12733011497364,0.409611465782369,0.0141263807740606,0.0577932429485589,0,0.0388299232255784
6800,0.113870856842403,1.03372363445166,0.571670475304522,0.00178635226866738,0.0413166427362872,0.000714540907466952,0.212035295624448
6900,0.854409551906353,1.2270737067842,0.580845833037132,0.0157890215871662,0.093656844624535,0.00604102983341628,0.132166299376792
7000,0.177091606344596,0.929803263064739,0.657826363203159,0.0111160906759854,0.043678663005741,0.00449011776986089,0.123224375411287
7100,0.677494078709496,1.34168264845638,0.669811899623859,0.0207774300450138,0.0854567007264846,0.00678172743551644,0.0357352615075354
7200,0.633921159945185,1.93764275270774,0.76918878715846,0.0455786423982564,0.13874834740333,0.00381450926941277,0.0198748635140916
7300,0.425049721757259,1.30735159210414,0.708715281981221,0.0146308651335012,0.116489140883958,0.00411207486354898,0.00368400136419938
7400,1.1712067644851,2.04374156599816,0.698076594450244,0.293875481799019,0.0720632299704501,0.00740764739686838,0.0339515116958347
7500,0.577608304827073,1.49853040620563,0.486815858277044,0.067402398724617,0.0737887267081401,0.00439490500448283,0.0138302376946934
7600,0.198185614692662,0.620417746765868,0.304549347007718,0.012037930025168,0.032503263419919,0.00299737729486699,0.00112401648557512
7700,0.560019262854267,1.14697385613631,0.341114991518894,0.0258520727972825,0.0349994661213944,0.00297951582867784,0.031123861291459
7800,1.04397778859196,0.563473528392134,0.214693723433786,0.0344460222607125,0.0165830365775757,0.00098864087100667,0.00159362549800797
7900,1.25665182581004,1.44345669161299,0.607809815152754,0.0322838683910792,0.118394023240756,0.00908549703330969,0.0167276939047308
8000,0.50081122600748,1.33519763680713,0.727919639713986,0.0125136242527316,0.275540981688181,0.00536291835374947,0.025386979681448
8100,0.672808603345792,0.888908290027535,0.414097430460077,0.00949309478238453,0.0799674740079828,0.00348104625549608,0.00407898904581284
8200,0.675181671366048,1.50789074466279,0.615723730598525,0.0234728862099752,0.0791698639470367,0.00281260187901959,0.0204048428962262
8300,0.937348072924398,1.24319512761776,0.591136172861097,0.0284046872684868,0.083456420282657,0.000984574991795208,0.0103439285981541
8400,1.93028590384809,2.50031293397444,1.10374297262376,0.036301887877322,0.130946810818671,0.00997511661439473,0.0432609165242562
8500,1.79816824814858,1.96468661476306,0.889682517452063,0.0250834977762602,0.113086351910129,0.00412654745529573,0.0338215997817474
8600,1.78837063126937,1.51620527322652,0.497793787984139,0.0136648911333071,0.097845504647105,0.00384428317578338,0.0116166576297142
8700,1.98363673260465,2.41499173911737,1.1900182564103,0.0258045185799682,0.131143858033774,0.00779206601763629,0.0267505965105217
8800,1.41547189920205,2.106411653533,1.14488557130108,0.0333561124377099,0.128110160797341,0.00429900045380675,0.0129602952548476
8900,2.63722269386279,2.80226595067145,1.16204972926167,0.0272868433186967,0.17480252270609,0.00524461328367993,0.0353145696346708
9000,2.18590850092112,2.04465098598147,0.53238154122568,0.0123930689561323,0.109677900321438,0.00451702146892611,0.0121813478127513
9100,3.74272099934944,3.17425138346749,0.501900810270748,0.0304687625863469,0.276015656811698,0.0133123595412703,0.0710291906194178
9200,2.21627760620238,2.1534526301442,0.286656098034939,0.0248494555257001,0.159511970330757,0.00353009596667551,0.0296083350592436
9300,1.79372387232936,2.24558483441811,0.245713049378689,0.0981506948747216,0.331450994564589,0.0645397154561262,0.0858055145361813
9400,1.47141058032298,2.44270311125934,0.330505525289694,0.0819926538939549,0.307863650874751,0.103512957702772,0.102912864190892
9500,0.598786487565461,0.927678494547902,0.233361904985558,0.0128171257700647,0.120161410265442,0.00675347752232893,0.0400394523636192
9600,0.40258064516129,0.230645161290323,0.08,0.00967741935483871,0.109677419354839,0.00354838709677419,0.00580645161290323
9700,1.22923358843619,1.25015709584731,0.124917074965709,0.0180835893797779,0.159166183863014,0.0109728328464507,0.0286532287993634
