"","Row.Id","LabID","Age","Error","Material","Taxa","d13C","Method","Long","Lat","LocAccuracy","Period","SiteID","SiteName","Country","Province","Continent","Source","Reference"
"5272",153805,"T232",6050,250,"Charcoal","","","",28.7869,70.0758,2,"","","AdvikHus a","Norway","","Europe","Jorgensen_2020",""
"5273",153806,"T233",3750,150,"Charcoal","","","",28.7869,70.0758,2,"","","AdvikHus j","Norway","","Europe","Jorgensen_2020",""
"5274",153807,"T2336",1950,90,"Charcoal","","","",17.048,69.037,2,"","","Hofsøy","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
"5275",153808,"T234",3850,100,"Charcoal","","","",28.81876,70.074772,2,"","","Gressbakken NVHus 4","Norway","","Europe","Jorgensen_2020","Radiocarbon 1962 174"
"5276",153809,"T2347",3910,70,"Shell","","","",27.961212,70.814101,2,"","","IversfjordHus 32","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
"5277",153810,"T2348",3490,100,"Charcoal","","","",27.961212,70.814101,2,"","","IversfjordHus 17","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
"5278",153811,"T2349",3560,100,"Charcoal","","","",27.961212,70.814101,2,"","","IversfjordHus 20","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
"5279",153812,"T235",4550,150,"Charcoal","","","",30.171,69.555,2,"","","Elenhomen","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
"5280",153813,"T2350",2800,100,"Charcoal","","","",27.961212,70.814101,2,"","","IversfjordHus 22","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
"5281",153814,"T2351",3050,90,"Charcoal","","","",27.961212,70.814101,2,"","","IversfjordHus 32","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
"5282",153816,"T236",4650,150,"Charcoal","","","",30.171,69.555,2,"","","Elenholmen","Norway","","Europe","Jorgensen_2020",""
"5283",153818,"T238",5950,300,"Charcoal","","","",19.841138,68.408872,2,"","","Gravholmen","Norway","","Europe","Jorgensen_2020",""
"5284",153819,"T2468",6315,90,"Bone","","","",28.846,70.0703,2,"","","Lossoas hus (Nyelv 1)","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
"5285",153820,"T2471",5430,90,"Charcoal","","","",29.7847,69.4002,2,"","","Melkefoss","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
"5286",153821,"T2472",5865,50,"Bone","","","",28.846,70.0703,2,"","","Lossoas hus (Nyelv 1)","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
"5287",153822,"T2473",1740,90,"Gevir","","","",30.031897,69.878445,2,"","","Mestersanden","Norway","","Europe","Jorgensen_2020","Jørgensen E. K. 2017. The Palaeodemographic and Environmental Dynamics of Prehistoric Arctic Norway: An Overview of Human-Climate Covariation"
