"calBP","conMM","decMM","wetwMM","wetmMM","pasMM","araMM","heaMM"
2600,4.68072347552818,3.93203018436465,0.577968840717882,0.0876149135741009,0.102481437834558,0.00449282584252492,0.133864329865645
2700,2.4057992291727,2.32776276879578,0.502487593727181,0.0399158463554291,0.0481950175666958,0.00595872360132654,0.0530938819431792
2800,4.12639340760831,3.97300599475063,0.609811911697324,0.0523794944238101,0.0427973775549651,0.00199716139497162,0.0629788744531963
2900,3.61682680269625,3.90823521825901,0.630267834910587,0.0749627560681065,0.129787431969405,0.012915940939429,0.127131369698778
3000,3.17774902329161,2.72705299909563,0.528130280685039,0.0493263680793864,0.0461207491419463,0.00414866504343749,0.0456840536239386
3100,3.42029662574525,3.59100462883216,0.534378450333936,0.0543975142745533,0.0599004339239862,0.0120026449867938,0.0934996850552598
3200,3.58195842477884,4.03345440660224,0.694430965908019,0.0575037104462649,0.0530734719353846,0.00782198519379903,0.0684008621391671
3300,3.12371314457023,3.65225657021492,0.532829602186387,0.0516265753415092,0.064394657998417,0.00889492460433113,0.0894036464471503
3400,3.39942160119919,3.61926980220405,0.512077183009101,0.0633265271240099,0.0798935246326144,0.00865203956904607,0.0809509079280561
3500,2.030045031307,2.07222004574343,0.380135953551718,0.0280820355212602,0.0309959538817575,0.0063407038969707,0.0354488813241092
3600,2.88989181716118,2.87058131420218,0.46366075183509,0.0803713535517339,0.0993847192372599,0.00783852988919352,0.158143642500121
3700,6.16637057120163,4.84531029436432,0.726720547373508,0.0671105102943026,0.0767166227760062,0.0114020007918428,0.0743478647168389
3800,4.20491684730111,4.34911988314083,0.706069630802439,0.0534125521081335,0.0642904011446769,0.013060710070446,0.0665157609211012
3900,3.50814236858849,3.454687921549,0.492342654437166,0.0561138361520459,0.0702820085907267,0.00519009385088956,0.110789726117357
4000,3.11871444024003,3.14272202771805,0.48336160029672,0.0463877542832297,0.0507086925190989,0.00350821288660986,0.0332885328574725
4100,4.19085820744067,3.99548374322582,0.760741234017189,0.0970140123490468,0.0901813186122777,0.00828709629390576,0.130245337957558
4200,2.1314195275876,2.27289975243348,0.382646485477057,0.0218645453709405,0.0189209937596318,0.00330722441126665,0.0282277036743704
4300,1.93494036689952,2.92976655114533,0.438084916367907,0.0565879358796902,0.046913282961511,0.00568629838276885,0.0602836260524461
4400,2.94128978953621,3.52422702199177,0.660159246633533,0.0486311068459541,0.0547586790847205,0.00493720004564765,0.101089237635082
4500,1.58799149965949,1.90699934994283,0.269821134224326,0.0174534216117214,0.0158049828518838,0.00284691780684852,0.0198399673103899
4600,2.56348201718821,3.14728831082865,0.548810568513055,0.0521252519581188,0.0532000660769894,0.00292441943425586,0.040394317161601
4700,2.24132742760963,2.76537984760507,0.447291301891966,0.0387546550536145,0.0507891985589225,0.00275907260088644,0.0955873999786456
4800,1.56313447522021,2.28321025926065,0.448478644404165,0.0418155820248011,0.0367005258651531,0.00740671343536322,0.0445702703419774
4900,1.70973051564153,1.94752335463909,0.272672822673984,0.0173988451615179,0.0096453212523607,0.0013481034110868,0.0168127856984451
5000,2.58374429264294,3.02120312403134,0.55071143711568,0.0630604235063822,0.0626910745499521,0.0036676977463544,0.120677286174206
5100,2.34110973098924,3.42427996590491,0.627186979098422,0.0395704407092792,0.0492340865434354,0.00323552945075218,0.0715673722766932
5200,2.43835562487385,3.40808867565083,0.553888260781538,0.0421269642828424,0.0311455687772903,0.00518764577651169,0.0652656001084855
5300,2.33849691106165,3.33918493008609,0.566623744092767,0.0474494789516117,0.0590562802557992,0.0080872050496212,0.096339437600122
5400,1.68138555966264,2.38121822260455,0.344278326483128,0.0287471016277123,0.0401311889108211,0.00248844222360042,0.0351682702347847
5500,2.46994124310165,3.39527657446334,0.582427136538653,0.0375536265894205,0.0429580678310733,0.0116469267001796,0.0370069190823717
5600,2.61475290031043,3.87656228432877,0.790916234957179,0.0535142467410341,0.0581289713418377,0.00950890086626832,0.0570164017562784
5700,1.3284315404425,2.40145135883859,0.495582920085235,0.0388753810271795,0.0412809018250802,0.00561585881484564,0.0408068422767867
5800,1.82852397785694,2.89554385234106,0.482285513207384,0.0540213223223235,0.0577425235571249,0.00574078639693226,0.0618342202044169
5900,2.39305138281785,3.95659444363329,0.803312383110267,0.0634647020693331,0.0434351815008351,0.0135034884496863,0.0645007401331269
6000,0.91957772302541,2.17138934855823,0.467112975774295,0.0214187080839891,0.0205647426881996,0.00593057735914878,0.0181139898700205
6100,1.64264459105425,2.39867458921697,0.404078102704315,0.0289846572023658,0.0519866873499013,0.00212132763213184,0.0563966577555266
6200,1.21549887615557,2.57525694221178,0.503891191463615,0.0306803564991459,0.0376849363663973,0.00483354764416447,0.0376775511117125
6300,1.53489137002745,3.31710761279413,0.665749395955831,0.0246679390006508,0.0249196617097568,0.0043702878945577,0.0239180689011069
6400,1.40045126616889,1.97421535636431,0.367861565089951,0.0243560276297802,0.0324785397425579,0.00183359152799591,0.0312388716307743
6500,1.48328877609932,2.39846985575839,0.626301570721645,0.042528515043702,0.0339775376108516,0.0016597510373444,0.037006816151224
6600,1.37818245149812,2.6696067690008,0.635050142342782,0.0271956691686591,0.0408669639568149,0.00434548903023737,0.02999557085929
6700,1.48725634233558,2.81473129912092,0.760867969128407,0.0521281733166294,0.0479194830573866,0.00266460100195386,0.0650108793887839
6800,1.08822810898139,2.20971005509306,0.414123106912257,0.0146624726638986,0.0179574705244197,0.000664010624169987,0.00897852884163479
6900,1.81057912148487,3.04842905179429,0.595734444648528,0.0572509303918269,0.0433918435926563,0.00509488074970988,0.0305045164126978
7000,1.77898838392567,3.05301093170456,0.590137252308776,0.0319996850332025,0.0464378881336029,0.00234052324614761,0.0470621263543944
7100,0.819482357827756,2.13270207296001,0.650714941948217,0.0271321774723728,0.00790193993989681,0.00634309348627249,0.0145084065428998
7200,1.5356536507721,3.30153744176414,0.645597585702425,0.0436869620118547,0.0618874566421626,0.0046005321149296,0.0520129314757026
7300,1.38965738012888,2.4051763477959,0.757017111275868,0.0263858724937377,0.0210986074427065,0.00241731593261464,0.0153289211813518
7400,1.57738007930282,2.98494248344188,0.827848074692284,0.039176942615383,0.0625379359012739,0.00571644222317823,0.0514885953906904
7500,2.33220617698015,3.72943568570526,1.08546100782381,0.0553546560676833,0.054571590010087,0.00491709981325141,0.0513686112774534
7600,1.06870437091116,1.49877169157636,0.370087576049708,0.0162462670789786,0.0145324801671548,0.0050251256281407,0.00626992338935978
7700,2.31497741666276,3.66368507296122,1.26833956960565,0.0532378451286345,0.0539007413460926,0.00391598745463198,0.0754976786950958
7800,1.25388571698972,1.96137113092897,0.521907366624591,0.0255097860453601,0.0309559969265542,0.00164352453837254,0.0458473360174539
7900,1.07594781911436,1.61008831122107,0.588012206159096,0.0180978789899818,0.0183327954549875,0.00396283398900989,0.0142656987910414
8000,2.05491757195066,2.11685745614249,0.497458324899287,0.0411517762260362,0.0453863543503698,0.00321517896792526,0.0661340284487953
8100,2.77325849803671,3.35260371552775,0.995852903104257,0.0653405566733954,0.075884728422739,0.00419043955809133,0.117970439803841
8200,2.58446541935037,3.06458616665969,0.788063114771112,0.0651105741303041,0.0773394328997646,0.00676347441993145,0.103624131697526
8300,2.46625314156084,2.80901986102129,0.788905282665445,0.0717641181070206,0.10238855302952,0.00372696471663376,0.143325425670154
8400,1.26186145144942,1.80810108854177,0.601285755531353,0.0351025394380522,0.0352793254808444,0.00479229256285642,0.0706044266762738
8500,2.24411746373189,2.82909260214946,0.927667732980439,0.0520071749414204,0.0883776929792837,0.00755791145056935,0.114178226231092
8600,1.88115144928218,2.08244452929395,0.651925851901112,0.0395983486068344,0.0548159213010697,0.00273718602974401,0.0656264902588117
8700,2.54253755891541,2.035524672441,0.920345683246081,0.0520883850405987,0.0520529555765108,0.0051887134047839,0.0559931117123316
8800,2.07850939335371,1.66147225830033,0.516095731238361,0.0456473557352242,0.0488989744856698,0.00833578964393128,0.123383830466974
8900,1.19226507589164,1.70790901750485,0.749563783329404,0.0387737748142066,0.0485141955471916,0.00145137880986938,0.026266651871489
9000,2.27228697702847,1.53499084295059,0.724138657454217,0.0432911266144393,0.058387380106928,0.00352131525343761,0.0720661829613514
9100,2.90543543496592,1.79890243886813,0.583092997843528,0.0593325967794905,0.0706903935729647,0.00334357917697384,0.0639146413080293
9200,1.666428753708,1.27530651967548,0.645088363410201,0.0242402364005743,0.0417103115777789,0.00267022696929239,0.0531620714362298
9300,1.55061397106571,0.899732714645544,0.241414844587226,0.0336523197264353,0.0505067668650304,0.00951282125656128,0.0397734117380826
9400,2.98837486768863,1.19464857217557,0.149959819781537,0.0509528105147835,0.0680071679357545,0.00620454587983991,0.0366286619944012
9500,2.52462612517386,1.77733038438775,0.15325324460492,0.0642669548896583,0.0781806267596206,0.00791949546173773,0.0674808522357735
9600,2.11280329177635,1.08516072203823,0.172589500985962,0.0770965279041487,0.0869644005806652,0.00411435485016424,0.0705731368516226
9700,2.77614274137668,1.06326926269666,0.161120834822385,0.0347570933312548,0.11286759743263,0.00263718516991375,0.112197954344628
