"yearsBP","conSE","decSE","wetwSE","wetmSE","pasSE","araSE","heaSE","SPD","clim","conSEs","decSEs","wetwSEs","wetmSEs","pasSEs","araSEs","heaSEs"
5600,1.10007578215945,1.49293088306497,0.333626610934264,0.0317793805564998,0.0126363692554934,0.00708611480256718,0.00196634422227029,0.0117090743983817,0.598952047393,1.04743977566332,2.14163778190633,0.754324126378469,0.0619625008984454,0.0418433076390417,0.00708611480256719,0.0354076475836411
5500,0.834033734965707,1.96830161299514,0.872453261109099,0.0415318213878916,0.0211947078219725,0.00428248875730076,0.132328384544923,0.00684529561585023,0.726352160008,0.986096235935247,2.27410133542294,0.753023954873112,0.0465742234165339,0.0169155385387328,0.00428248875730077,0.0506116088521763
5400,1.90227241782534,3.09104623082575,0.590070717953422,0.143641982448488,0.0581179038492849,0.0116232721725491,0.0177669307603101,0.00522811100383422,0.530336921889,1.26551590557043,2.37675965539514,0.751923237896468,0.0621832619228568,0.0396563058356286,0.0116232721725491,0.0422342032510126
5300,0.852865017585045,2.35568433670869,0.550761334856472,0.0163234064104579,0.126776411851006,0.00942329504245887,0.0358028204225675,0.00526620722996435,0.612003030831,1.17231173813389,2.22699076589864,0.771993544431542,0.0577610900970486,0.0924471578501453,0.00942329504245888,0.0428879877548467
5200,1.02615062149133,2.27458561778516,1.36100898788579,0.0252564554849024,0.0283533897513599,0.00762415833159239,0.0386272850870188,0.00507888232952973,0.58469514228,1.15383044796686,2.42240444957869,0.836152326777664,0.0499964365815705,0.0775649008011828,0.0076241583315924,0.0446638989939322
5100,0.868362296901629,1.4199619470889,0.362076747204014,0.100117444041138,0.0293929943321929,0.00421968849743356,0.0220535523247991,0.00487520486260966,0.541253593745,1.16241258845084,2.28531953310213,0.751814349054598,0.0516435745230013,0.0288731920417763,0.00421968849743357,0.0415948657042754
5000,0.847844396557796,2.1758800020295,0.805644855163248,0.0255697145280323,0.0225061398252833,0.00397823176765031,0.0740057962869351,0.00524437114312549,0.786829552665,0.898805583133951,2.05652797590306,0.801912300786198,0.0524109782854479,0.025949567078738,0.00397823176765032,0.0468130880602282
4900,0.800005219748386,1.68467138478213,0.265608165472267,0.0420777579371393,0.0169074867237126,0.00586306978672679,0.00738552437223043,0.00778308765408068,0.739934998254,0.885590633674786,1.88877473792142,0.642656335072323,0.0532872453493186,0.0197068132744978,0.0058630697867268,0.0412420797526318
4800,1.52728059270844,2.93108166484142,1.22434625348477,0.109917341375416,0.0419611622036973,0.0116433403998489,0.0794579310255877,0.010658161998237,0.754520381567,1.01087312647906,2.05289874968549,0.753996290391136,0.0630544904516831,0.0294343244637048,0.0116433403998489,0.0509285281030465
4700,1.10065231903903,1.98394770911472,0.48361731026357,0.296232724947701,0.0855948123334207,0.00461029501429899,0.0147620334330247,0.0106346186615736,1.10386526067,1.06894563201341,2.19389519019194,0.705391796535445,0.0948921033966593,0.0637779872685589,0.004610295014299,0.0362327342140592
4600,2.00337780607329,2.85930554737171,0.809183467863319,0.0573090798680149,0.0417723934782228,0.0135113024214619,0.153447855987283,0.0101197873755507,1.21622703413,1.35782898439229,2.3647515765275,0.732780890274182,0.0841004905741001,0.0636836029058216,0.0135113024214619,0.0531928498674308
4500,2.06253449924859,4.4520137017396,1.04791091993023,0.172028001799542,0.0669601066230868,0.0346524598720662,0.0451173172803588,0.00906707960573829,0.829578299413,1.67346130426734,3.05658715576686,0.794924588408402,0.103563564997736,0.0543662500506547,0.0346524598720662,0.0543571619746547
4400,1.82378589478303,4.78290558348299,2.05815244820966,0.099782701660329,0.0570636661343718,0.025844448378748,0.0944698898047576,0.00663224960101836,1.02037213169,1.74758762978599,3.51954313542726,0.882067520948885,0.112879345769664,0.0620118863787292,0.025844448378748,0.0613374875643721
4300,2.94334816652008,5.27970109385338,1.29929407122027,0.121315436412525,0.0997597526865876,0.0202937409402811,0.0502069437466825,0.00396580756397974,0.575436340509,2.20826159165625,4.34348148161192,0.999219686450917,0.115529094816087,0.0784117094104795,0.0202937409402811,0.0648566614921075
4200,2.39229636370125,5.5499772885921,1.5245276997562,0.165216274750843,0.100527435133998,0.0225632166870612,0.0397705789805387,0.00412958989565763,0.740872044266,2.30549123106324,5.01614941691702,1.08908004202504,0.132984914843939,0.100143593910293,0.0225632166870612,0.0605772593288079
4100,2.42026645847166,4.73966873425027,1.53883554925244,0.064270697704973,0.0830515914620021,0.0162058029109236,0.0776052570043399,0.00512995215882744,0.635846124278,2.39492422086901,5.08806317504469,1.24823346499756,0.135759032314918,0.0917895132979999,0.0162058029109236,0.0693547259078216
4000,2.03596959992261,3.81088882288877,0.787359279905133,0.0811767056254189,0.0609546221735602,0.0248944765776204,0.0261774686669196,0.00584035990380515,0.831739459595,2.4479701471539,4.84505898489613,1.1936100933001,0.132166452846168,0.072003106817781,0.0248944765776204,0.0626946681129881
3900,3.06562757206857,5.09809931339506,1.40899388570559,0.131681356608737,0.114441302982759,0.0324382171609418,0.10036783701714,0.00656694179988931,1.19213099056,2.47853999854102,4.79965853978155,1.30928216523036,0.111597531803798,0.0876979625781595,0.0324382171609418,0.0733953935610025
3800,2.40824578983137,4.27475171757151,1.02272610302416,0.0850187097141718,0.0879169266727495,0.0226975725015539,0.0481822228650229,0.00739437654207166,0.461783987819,2.48252735507355,4.4808521470264,1.33597499462546,0.115061235534567,0.101179114827754,0.0226975725015539,0.06023718942072
3700,3.1136656967635,5.00532832852158,1.31507787248515,0.13978055405038,0.112078144943024,0.0235995840997793,0.0430195728146657,0.00753855601314262,1.0076889501,2.65587716464651,4.54726704559423,1.36937086369483,0.111030304565922,0.0999975358078866,0.0235995840997793,0.0599749713625084
3600,2.80820776008011,4.12131791783585,0.828032920520142,0.0645504372830904,0.109326763891087,0.00906990991431619,0.0213423247317938,0.00536742475993976,1.1341718176,2.84893670468589,4.624874319331,1.21560592273364,0.106626271518767,0.110702454417055,0.00906990991431619,0.0508340257283879
3500,2.32652529199978,3.18510194996929,1.00818904320419,0.048044244407498,0.103653836277133,0.0280478596807548,0.223932912085694,0.00522633584320795,1.14403548565,2.66416113466869,4.14662497847456,1.17921779423163,0.0974673725181389,0.10649030008411,0.0280478596807548,0.0725497717707643
3400,4.02255240401309,4.83810066253128,1.37221052598264,0.362092171670728,0.161048130893549,0.0347223847623595,0.0460082627032244,0.00908502406210605,0.753188005646,3.06773778821412,4.2874622147145,1.16017814750993,0.122076859633125,0.132350983585341,0.0347223847623595,0.0733294822361
3300,3.67596528911454,3.75544029029478,0.913240028679949,0.315892039529579,0.229569861153684,0.0147858094394351,0.0626250628250034,0.00645615832206989,0.570835434493,3.20831268630188,3.9749902051578,1.08197870743837,0.1535295273612,0.195308996023616,0.0147858094394351,0.071456957963683
3200,4.74972364367855,3.61394641818981,1.20621900723988,0.123003280614644,0.121424897399712,0.0194130404547445,0.0395630849327474,0.00636146830722063,1.12910891518,3.69369165720149,3.84814733024629,1.13433617335521,0.158757849234853,0.175497379276698,0.0194130404547445,0.0731301599969115
3100,4.43550441456307,3.17169863816622,1.84275883714491,0.120332315991748,0.113726621011521,0.0130482864019761,0.152022352242925,0.00743261600464872,1.34707622624,4.22093643784231,3.84479650229552,1.18855679228513,0.15733921915773,0.117575759205616,0.0130482864019761,0.0795869744001346
3000,3.24149882369657,3.30094414897993,1.13367816806157,0.0545158362111584,0.0886398167859456,0.0167362455423143,0.0814955474096643,0.00876268272930641,1.3959260289,4.02567304276318,3.46050737390769,1.2024258004148,0.153526359969853,0.101183218898733,0.0167362455423143,0.0837511399682147
2900,2.79131967665882,2.79718295100038,0.793761778374502,0.218123866976182,0.104608228150471,0.0176177883012563,0.0755197632890943,0.0127551406768617,1.54539127374,3.80451163964925,3.22094303908409,1.13726128865097,0.163319274085578,0.0966240224682082,0.0176177883012563,0.0878136637775183
2800,3.58082310546312,2.79168805558904,1.20032763450083,0.0436920033476384,0.0559415805104902,0.0161785952392232,0.223051533148983,0.0171676279213242,1.06129908571,3.5122865050954,3.01537844843389,1.18379812789856,0.160711969843647,0.0802749043304805,0.0161785952392232,0.113027314829667
2700,4.40887678122402,3.32126403524699,0.874847608519461,0.0942691757568024,0.0647506006208937,0.0316536778229772,0.105771225909593,0.0178293949333645,1.09489632957,3.50562959676063,3.05276979770409,1.16713044856297,0.16649008626231,0.0603460905656918,0.0316536778229772,0.0982571040576544
2600,4.50385573705275,2.73731888595045,1.12966088179352,0.234577230187907,0.0419790099210518,0.0198200705245132,0.146514817763377,0.0156822083239209,0.607223373035,3.82121882509968,2.91186348194672,1.13681174303933,0.150550718576957,0.0533648052709726,0.0198200705245132,0.110820423440173
2500,2.98334302562979,2.3165310596245,0.527427061844907,0.0204799131556696,0.04025929079983,0.018018139131844,0.0780905746704761,0.0160439679006439,0.75100492029,3.86922466234242,2.79170050910275,1.08858512218495,0.113624202780219,0.0411191503604408,0.018018139131844,0.112753612420858
2400,6.30318081743774,4.46179155213554,1.20217395100565,0.138578847384569,0.0926453483605581,0.0386445578723121,0.476847044864185,0.0152431870654113,0.557251716912,4.54981409033608,3.20922638323937,1.08807949015567,0.115571148626459,0.0664523195801939,0.0386445578723121,0.167414107412287
2300,2.7717711247074,2.14810182671564,0.861280161733932,0.0198374654284482,0.029662338195976,0.0122102548527589,0.1357333186481,0.013765516236738,0.474923496441,4.14053767620692,2.91593583110653,0.965394655729297,0.103009292306047,0.0611538432782669,0.0122102548527589,0.165377978212934
